"","1553","1554","1555","1556","1557","1558","1559","1560","1561","1562","1563","1564"
"ENSG00000000003",0,1.16121790051519,0,2.08009180976132,2,3.51960519644596,2.16866869004059,5.62117706481268,6.25088878526762,1.03769043285512,1.27842688323096,1.34663768469242
"ENSG00000000419",182,192,246,163,356,529,250,732,219,241,282,381
"ENSG00000000457",48.4244663075971,89.9546591657151,91.4555239510022,76.7346999957145,104.932470930096,175.438896056243,79.4402629519668,261.374914359591,83.4234158701898,158.72586751225,87.9281732963163,130.91581217269
"ENSG00000000460",16.5863539619763,8.00256125836756,36.4289994826734,34.4728609927042,32.3432562185424,39.3238187313584,31.6082820893661,91.883861742375,57.1211691264763,21.7634991184225,44.9173967710371,50.8375461830595
"ENSG00000000938",1620,349,1256,1179,4438,1679,2867,6508,2434,359,3972,3951
"ENSG00000000971",10,5,511,317,2,9.18783542039356,338,856.983896124202,30,12,330,320
"ENSG00000001036",531.421579201748,536.234682662234,909.072156373041,713.041677529545,1103.55213053595,1763.56439324689,1154.30807362961,3364.99498742358,845.611114793821,961.112129291888,1438.93584185913,1596.6229573585
"ENSG00000001084",289.038121209407,254.213124436135,226.834890419683,223.000839920135,892.168543442655,631.740296629024,255.714681389275,680.738633139558,540.36600747037,263.031273931208,296.174075558554,466.031211424704
"ENSG00000001167",127,199,214,232,370,475,197,814.990351740851,279,249,225,415
"ENSG00000001460",19.0919526354416,12,15.4332736689699,15.1732334151587,25.334490924757,25.2604070908849,13.3981217827538,44.1802256809961,30.6597897220079,36.6214474129929,30.4497894774447,20.5203897131272
"ENSG00000001461",118.007343930851,120.045765718924,71.1830269533253,108.522959619629,330.053342792801,339.973794980345,89.0309497389672,333.870695984182,256.153370983266,134,93.3402419603652,176.415030099713
"ENSG00000001497",123,83,114,160,187,207,114,422,183,76,182,291
"ENSG00000001561",39,200,323,244,114,562,245,1603,73,207,218,351
"ENSG00000001617",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000001626",1,0,3,1,4,2,1,2,6,0,0,3
"ENSG00000001629",129,528,239,229,407,706,258,835,324,815,249,478
